CROMU_00055,6,1,2,10,10,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,2,1,2,10,1,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00055,6,1,2,10,5,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,2,1,2,10,6,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00055,6,1,2,10,8,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,2,1,2,10,5,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00055,6,1,2,10,3,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,6,1,2,10,4,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,6,1,2,10,9,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,6,1,2,10,6,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,6,1,2,10,2,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00096,5,1,2,10,5,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00055,6,1,2,10,1,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00055,2,1,2,10,4,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00096,5,1,2,10,6,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00055,2,1,2,10,3,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00055,2,1,2,10,2,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00096,5,1,2,10,7,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00096,5,1,2,10,1,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00055,6,1,2,10,7,3007107812-8ee47856369b153a041d1a483120d5995a5564c46714d7bc97866f62f15aa618.pov
CROMU_00096,5,1,2,10,3,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00055,2,1,2,10,7,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00096,5,1,2,10,8,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00096,5,1,2,10,2,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00096,5,1,2,10,10,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00096,5,1,2,10,4,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00096,5,1,2,10,9,2760261320-b8f79fade460536dd81f5d042b43d6210a46fc224a4c3fbdd035fcfc24f56133.pov
CROMU_00055,2,1,2,10,8,3007107812-96f1626b1cb82fe89a1a5c6efbedbc714bd4499532f0c26486c6a9afe3f9889b.pov
CROMU_00064,3,2,2,10,4,1906881742-500a64b23d057f7e64aceca8bee13a52844a89898c69e9587de8ca19e636eae2.pov
CROMU_00094,4,2,2,10,10,1424130266-791ff7cb0b60cb4677d249fc6b6d22e001ef9cb621e7aea1d12a5038e1284bda.pov
CROMU_00094,1,2,1,10,10,1424130266-623bf8a06a71b2b77836418c6ff671572510d00a549566f2fc5867d76f251511.pov
CROMU_00055,6,2,2,10,10,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00094,4,2,2,10,6,1424130266-791ff7cb0b60cb4677d249fc6b6d22e001ef9cb621e7aea1d12a5038e1284bda.pov
CROMU_00094,1,2,1,10,9,1424130266-623bf8a06a71b2b77836418c6ff671572510d00a549566f2fc5867d76f251511.pov
CROMU_00055,6,2,2,10,5,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00094,6,2,1,10,7,1424130266-67f8d9ea17d2a69e2609ea55bd83a86f5cd0cf9701206cc415b249139e80eaf4.pov
CROMU_00064,5,2,2,10,3,1906881742-f0f03823c8322f1abf6dab69d9c1afb2358d12d85bc94e11245f2f843d19e191.pov
CROMU_00094,3,2,2,10,2,1424130266-b04d932adc7fab5cdbbedf9fb00f8d8547e546a040958697a3ae59db4eba3f65.pov
CROMU_00094,1,2,1,10,6,1424130266-623bf8a06a71b2b77836418c6ff671572510d00a549566f2fc5867d76f251511.pov
CROMU_00094,6,2,1,10,5,1424130266-67f8d9ea17d2a69e2609ea55bd83a86f5cd0cf9701206cc415b249139e80eaf4.pov
CROMU_00094,3,2,2,10,7,1424130266-b04d932adc7fab5cdbbedf9fb00f8d8547e546a040958697a3ae59db4eba3f65.pov
CROMU_00055,6,2,2,10,8,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00055,5,2,1,10,1,3007107812-4f9b0bcfdd3b7fe13c6be1d562a46308180b55e89c5c5d63cd2ed5f52e79156f.pov
CROMU_00064,3,2,2,10,2,1906881742-500a64b23d057f7e64aceca8bee13a52844a89898c69e9587de8ca19e636eae2.pov
CROMU_00094,7,2,1,10,8,1424130266-b641c484095537ac61914b93463b37e8eaf86ee207d2d269743a73f7a4e8ab8a.pov
CROMU_00055,6,2,2,10,3,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00055,4,2,2,10,3,3007107812-cdb72964eb9cf737f75b1a839f3ccf9461097b301a26116339411137b8661ce3.pov
CROMU_00094,1,2,1,10,7,1424130266-623bf8a06a71b2b77836418c6ff671572510d00a549566f2fc5867d76f251511.pov
CROMU_00094,6,2,1,10,10,1424130266-67f8d9ea17d2a69e2609ea55bd83a86f5cd0cf9701206cc415b249139e80eaf4.pov
CROMU_00094,3,2,2,10,6,1424130266-b04d932adc7fab5cdbbedf9fb00f8d8547e546a040958697a3ae59db4eba3f65.pov
CROMU_00094,7,2,1,10,9,1424130266-b641c484095537ac61914b93463b37e8eaf86ee207d2d269743a73f7a4e8ab8a.pov
CROMU_00094,1,2,1,10,5,1424130266-623bf8a06a71b2b77836418c6ff671572510d00a549566f2fc5867d76f251511.pov
CROMU_00055,6,2,2,10,4,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00055,6,2,2,10,9,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00094,6,2,1,10,8,1424130266-67f8d9ea17d2a69e2609ea55bd83a86f5cd0cf9701206cc415b249139e80eaf4.pov
CROMU_00055,6,2,2,10,6,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00055,6,2,2,10,2,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00094,7,2,1,10,6,1424130266-b641c484095537ac61914b93463b37e8eaf86ee207d2d269743a73f7a4e8ab8a.pov
CROMU_00094,7,2,1,10,1,1424130266-b641c484095537ac61914b93463b37e8eaf86ee207d2d269743a73f7a4e8ab8a.pov
CROMU_00096,5,2,2,10,5,2760261320-5ff15936a39173b5d01a89cea943fedb74b81c1a14e6673d46d1d5d0f47325e9.pov
CROMU_00055,6,2,2,10,1,3007107812-151424aa722b509732a268fb2ca623533ede75d19fff47f00b11babcac029b2d.pov
CROMU_00094,4,2,2,10,9,1424130266-791ff7cb0b60cb4677d249fc6b6d22e001ef9cb621e7aea1d12a5038e1284bda.pov
CROMU_00094,4,2,2,10,8,1424130266-791ff7cb0b60cb4677d249fc6b6d22e001ef9cb621e7aea1d12a5038e1284bda.pov
CROMU_00094,4,2,2,10,1,1424130266-791ff7cb0b60cb4677d249fc6b6d22e001ef9cb621e7aea1d12a5038e1284bda.pov
